timestamp,temperature_celsius,vibration_rms_mm_s,motor_current_amp,ground_truth_label,asset_name
2026-07-06 23:40:00,60.41,3.092,11.45,normal,Motor_12
2026-07-06 23:41:00,60.81,3.16,11.99,normal,Motor_12
2026-07-06 23:42:00,60.98,2.987,11.92,normal,Motor_12
2026-07-06 23:43:00,60.16,2.994,11.49,normal,Motor_12
2026-07-06 23:44:00,58.35,2.976,11.85,normal,Motor_12
2026-07-06 23:45:00,58.84,3.043,12.19,normal,Motor_12
2026-07-06 23:46:00,61.16,2.761,11.8,normal,Motor_12
2026-07-06 23:47:00,58.92,2.968,11.94,normal,Motor_12
2026-07-06 23:48:00,60.54,3.025,11.98,normal,Motor_12
2026-07-06 23:49:00,61.66,2.908,12.12,normal,Motor_12
2026-07-06 23:50:00,60.37,3.022,12.0,normal,Motor_12
2026-07-06 23:51:00,60.59,3.155,11.63,normal,Motor_12
2026-07-06 23:52:00,59.99,3.192,11.75,normal,Motor_12
2026-07-06 23:53:00,58.59,3.086,12.0,normal,Motor_12
2026-07-06 23:54:00,60.62,2.972,11.55,normal,Motor_12
2026-07-06 23:55:00,60.91,3.155,11.9,normal,Motor_12
2026-07-06 23:56:00,59.66,2.744,11.91,normal,Motor_12
2026-07-06 23:57:00,59.32,3.16,11.97,normal,Motor_12
2026-07-06 23:58:00,60.6,2.938,11.55,normal,Motor_12
2026-07-06 23:59:00,60.15,2.85,12.75,normal,Motor_12
2026-07-07 00:00:00,60.37,3.194,12.07,normal,Motor_12
2026-07-07 00:01:00,59.32,2.888,11.82,normal,Motor_12
2026-07-07 00:02:00,59.36,3.057,12.38,normal,Motor_12
2026-07-07 00:03:00,61.06,3.227,12.12,normal,Motor_12
2026-07-07 00:04:00,60.02,3.021,12.02,normal,Motor_12
2026-07-07 00:05:00,61.31,2.949,12.01,normal,Motor_12
2026-07-07 00:06:00,60.53,2.754,12.04,normal,Motor_12
2026-07-07 00:07:00,58.95,2.946,12.1,normal,Motor_12
2026-07-07 00:08:00,60.03,3.223,12.07,normal,Motor_12
2026-07-07 00:09:00,59.47,2.734,12.72,normal,Motor_12
2026-07-07 00:10:00,59.75,3.266,11.63,normal,Motor_12
2026-07-07 00:11:00,61.9,2.753,11.67,normal,Motor_12
2026-07-07 00:12:00,60.0,2.928,12.03,normal,Motor_12
2026-07-07 00:13:00,59.69,3.299,11.66,normal,Motor_12
2026-07-07 00:14:00,59.54,2.852,11.63,normal,Motor_12
2026-07-07 00:15:00,59.95,2.962,11.97,normal,Motor_12
2026-07-07 00:16:00,59.74,3.094,12.23,normal,Motor_12
2026-07-07 00:17:00,59.57,2.882,12.19,normal,Motor_12
2026-07-07 00:18:00,60.85,3.158,12.37,normal,Motor_12
2026-07-07 00:19:00,61.11,3.055,12.54,normal,Motor_12
2026-07-07 00:20:00,60.37,2.895,12.11,normal,Motor_12
2026-07-07 00:21:00,59.67,3.097,12.21,normal,Motor_12
2026-07-07 00:22:00,59.9,3.022,12.14,normal,Motor_12
2026-07-07 00:23:00,61.37,3.032,11.76,normal,Motor_12
2026-07-07 00:24:00,59.29,3.02,11.61,normal,Motor_12
2026-07-07 00:25:00,58.88,2.897,12.11,normal,Motor_12
2026-07-07 00:26:00,59.64,3.001,12.25,normal,Motor_12
2026-07-07 00:27:00,60.94,3.123,12.26,normal,Motor_12
2026-07-07 00:28:00,60.13,3.035,12.57,normal,Motor_12
2026-07-07 00:29:00,60.38,2.932,11.9,normal,Motor_12
2026-07-07 00:30:00,60.17,3.067,12.18,normal,Motor_12
2026-07-07 00:31:00,59.86,3.316,12.72,normal,Motor_12
2026-07-07 00:32:00,59.45,2.998,12.19,normal,Motor_12
2026-07-07 00:33:00,59.82,3.201,12.09,normal,Motor_12
2026-07-07 00:34:00,60.98,3.177,12.83,normal,Motor_12
2026-07-07 00:35:00,61.51,3.262,12.03,normal,Motor_12
2026-07-07 00:36:00,60.23,2.996,12.62,normal,Motor_12
2026-07-07 00:37:00,61.38,2.864,12.02,normal,Motor_12
2026-07-07 00:38:00,60.46,3.182,11.96,normal,Motor_12
2026-07-07 00:39:00,61.04,3.082,12.41,normal,Motor_12
2026-07-07 00:40:00,59.51,3.262,12.66,normal,Motor_12
2026-07-07 00:41:00,59.76,3.02,12.46,normal,Motor_12
2026-07-07 00:42:00,59.89,3.183,12.01,normal,Motor_12
2026-07-07 00:43:00,58.49,2.857,12.06,normal,Motor_12
2026-07-07 00:44:00,59.59,2.988,11.93,normal,Motor_12
2026-07-07 00:45:00,60.26,3.157,11.88,normal,Motor_12
2026-07-07 00:46:00,60.4,3.02,12.0,normal,Motor_12
2026-07-07 00:47:00,60.62,3.092,12.33,normal,Motor_12
2026-07-07 00:48:00,59.81,3.155,12.45,normal,Motor_12
2026-07-07 00:49:00,60.88,3.193,12.13,normal,Motor_12
2026-07-07 00:50:00,61.64,3.203,11.71,normal,Motor_12
2026-07-07 00:51:00,59.79,2.99,11.96,normal,Motor_12
2026-07-07 00:52:00,58.77,3.374,12.45,normal,Motor_12
2026-07-07 00:53:00,61.26,3.229,11.89,normal,Motor_12
2026-07-07 00:54:00,60.79,3.06,12.29,normal,Motor_12
2026-07-07 00:55:00,60.39,2.976,12.18,normal,Motor_12
2026-07-07 00:56:00,61.21,2.988,12.67,normal,Motor_12
2026-07-07 00:57:00,60.92,3.022,12.22,normal,Motor_12
2026-07-07 00:58:00,60.75,2.803,12.64,normal,Motor_12
2026-07-07 00:59:00,61.95,3.131,12.21,normal,Motor_12
2026-07-07 01:00:00,61.27,3.165,12.16,normal,Motor_12
2026-07-07 01:01:00,59.9,3.413,12.17,normal,Motor_12
2026-07-07 01:02:00,60.18,2.87,12.4,normal,Motor_12
2026-07-07 01:03:00,61.24,2.944,12.26,normal,Motor_12
2026-07-07 01:04:00,61.32,3.1,11.83,normal,Motor_12
2026-07-07 01:05:00,60.51,3.194,12.39,normal,Motor_12
2026-07-07 01:06:00,61.46,3.06,12.53,normal,Motor_12
2026-07-07 01:07:00,60.69,3.208,12.32,normal,Motor_12
2026-07-07 01:08:00,61.8,3.234,12.4,normal,Motor_12
2026-07-07 01:09:00,59.72,2.965,12.46,normal,Motor_12
2026-07-07 01:10:00,61.52,3.22,12.49,normal,Motor_12
2026-07-07 01:11:00,61.7,3.11,12.46,normal,Motor_12
2026-07-07 01:12:00,61.06,3.039,12.7,normal,Motor_12
2026-07-07 01:13:00,60.85,3.13,12.28,normal,Motor_12
2026-07-07 01:14:00,60.75,3.296,12.41,normal,Motor_12
2026-07-07 01:15:00,61.25,3.083,12.05,normal,Motor_12
2026-07-07 01:16:00,60.93,3.184,11.92,normal,Motor_12
2026-07-07 01:17:00,60.01,2.968,12.73,normal,Motor_12
2026-07-07 01:18:00,61.08,3.454,12.43,normal,Motor_12
2026-07-07 01:19:00,61.73,3.112,12.15,normal,Motor_12
2026-07-07 01:20:00,63.16,3.065,11.95,normal,Motor_12
2026-07-07 01:21:00,61.71,2.957,12.12,normal,Motor_12
2026-07-07 01:22:00,62.34,3.007,12.87,normal,Motor_12
2026-07-07 01:23:00,60.93,3.28,12.28,normal,Motor_12
2026-07-07 01:24:00,60.31,3.15,12.49,normal,Motor_12
2026-07-07 01:25:00,60.66,3.3,12.67,normal,Motor_12
2026-07-07 01:26:00,60.39,2.993,12.4,normal,Motor_12
2026-07-07 01:27:00,61.75,3.362,12.38,normal,Motor_12
2026-07-07 01:28:00,62.13,2.951,12.54,normal,Motor_12
2026-07-07 01:29:00,60.88,3.152,12.27,normal,Motor_12
2026-07-07 01:30:00,61.47,3.057,12.19,normal,Motor_12
2026-07-07 01:31:00,62.09,2.971,12.23,normal,Motor_12
2026-07-07 01:32:00,61.53,3.072,12.45,normal,Motor_12
2026-07-07 01:33:00,61.02,2.952,12.63,normal,Motor_12
2026-07-07 01:34:00,61.7,2.953,12.49,normal,Motor_12
2026-07-07 01:35:00,60.63,2.944,12.52,normal,Motor_12
2026-07-07 01:36:00,60.93,2.977,12.43,normal,Motor_12
2026-07-07 01:37:00,61.42,3.002,12.32,normal,Motor_12
2026-07-07 01:38:00,60.77,3.224,12.3,normal,Motor_12
2026-07-07 01:39:00,62.58,3.286,11.96,normal,Motor_12
2026-07-07 01:40:00,60.93,3.135,12.6,normal,Motor_12
2026-07-07 01:41:00,61.42,3.124,12.68,normal,Motor_12
2026-07-07 01:42:00,61.03,3.403,12.22,normal,Motor_12
2026-07-07 01:43:00,61.79,3.015,12.66,normal,Motor_12
2026-07-07 01:44:00,61.91,3.302,12.5,normal,Motor_12
2026-07-07 01:45:00,61.86,3.097,12.14,normal,Motor_12
2026-07-07 01:46:00,61.44,3.153,12.44,normal,Motor_12
2026-07-07 01:47:00,61.01,3.2,12.65,normal,Motor_12
2026-07-07 01:48:00,62.68,3.084,12.37,normal,Motor_12
2026-07-07 01:49:00,62.41,3.22,12.27,normal,Motor_12
2026-07-07 01:50:00,61.13,3.035,12.24,normal,Motor_12
2026-07-07 01:51:00,63.73,3.139,12.12,normal,Motor_12
2026-07-07 01:52:00,60.45,3.118,12.7,normal,Motor_12
2026-07-07 01:53:00,60.06,2.977,12.09,normal,Motor_12
2026-07-07 01:54:00,60.14,2.922,12.86,normal,Motor_12
2026-07-07 01:55:00,60.86,3.228,12.01,normal,Motor_12
2026-07-07 01:56:00,62.71,3.015,12.3,normal,Motor_12
2026-07-07 01:57:00,61.84,2.929,12.03,normal,Motor_12
2026-07-07 01:58:00,60.9,3.292,12.8,normal,Motor_12
2026-07-07 01:59:00,61.38,2.955,12.74,normal,Motor_12
2026-07-07 02:00:00,61.28,2.903,12.9,normal,Motor_12
2026-07-07 02:01:00,61.02,2.995,12.63,normal,Motor_12
2026-07-07 02:02:00,61.25,3.387,12.95,normal,Motor_12
2026-07-07 02:03:00,60.74,2.961,12.67,normal,Motor_12
2026-07-07 02:04:00,60.84,3.252,12.56,normal,Motor_12
2026-07-07 02:05:00,60.99,3.352,12.55,normal,Motor_12
2026-07-07 02:06:00,62.15,2.845,12.94,normal,Motor_12
2026-07-07 02:07:00,61.91,3.144,12.43,normal,Motor_12
2026-07-07 02:08:00,62.5,3.138,12.29,normal,Motor_12
2026-07-07 02:09:00,62.36,3.111,12.81,normal,Motor_12
2026-07-07 02:10:00,62.0,3.048,12.53,normal,Motor_12
2026-07-07 02:11:00,62.97,3.294,12.55,normal,Motor_12
2026-07-07 02:12:00,61.79,2.956,12.72,normal,Motor_12
2026-07-07 02:13:00,62.08,3.288,12.56,normal,Motor_12
2026-07-07 02:14:00,62.02,3.033,12.99,normal,Motor_12
2026-07-07 02:15:00,61.67,2.952,13.11,normal,Motor_12
2026-07-07 02:16:00,61.34,2.966,12.52,normal,Motor_12
2026-07-07 02:17:00,60.82,3.212,13.39,normal,Motor_12
2026-07-07 02:18:00,61.42,3.27,12.73,normal,Motor_12
2026-07-07 02:19:00,59.65,3.21,12.55,normal,Motor_12
2026-07-07 02:20:00,61.83,3.078,12.19,normal,Motor_12
2026-07-07 02:21:00,61.63,3.236,12.34,normal,Motor_12
2026-07-07 02:22:00,61.77,3.399,12.62,normal,Motor_12
2026-07-07 02:23:00,62.43,3.227,12.63,normal,Motor_12
2026-07-07 02:24:00,62.54,3.251,12.18,normal,Motor_12
2026-07-07 02:25:00,62.92,2.955,12.8,normal,Motor_12
2026-07-07 02:26:00,61.39,3.372,13.16,normal,Motor_12
2026-07-07 02:27:00,61.16,3.296,12.53,normal,Motor_12
2026-07-07 02:28:00,62.46,3.136,12.47,normal,Motor_12
2026-07-07 02:29:00,61.33,3.284,12.68,normal,Motor_12
2026-07-07 02:30:00,61.7,3.0,12.85,normal,Motor_12
2026-07-07 02:31:00,62.05,2.98,12.06,normal,Motor_12
2026-07-07 02:32:00,61.69,3.134,12.4,normal,Motor_12
2026-07-07 02:33:00,62.64,3.295,12.47,normal,Motor_12
2026-07-07 02:34:00,63.23,3.155,12.42,normal,Motor_12
2026-07-07 02:35:00,62.39,3.05,13.16,normal,Motor_12
2026-07-07 02:36:00,62.03,3.276,12.88,normal,Motor_12
2026-07-07 02:37:00,60.66,3.382,12.22,normal,Motor_12
2026-07-07 02:38:00,61.75,3.404,13.65,normal,Motor_12
2026-07-07 02:39:00,61.85,3.438,12.93,normal,Motor_12
2026-07-07 02:40:00,61.75,3.15,12.88,normal,Motor_12
2026-07-07 02:41:00,62.81,2.883,12.8,normal,Motor_12
2026-07-07 02:42:00,60.61,3.168,12.48,normal,Motor_12
2026-07-07 02:43:00,62.62,3.578,12.53,normal,Motor_12
2026-07-07 02:44:00,61.08,2.925,12.1,normal,Motor_12
2026-07-07 02:45:00,62.59,3.227,12.59,normal,Motor_12
2026-07-07 02:46:00,61.49,3.224,12.81,normal,Motor_12
2026-07-07 02:47:00,62.52,3.155,12.56,normal,Motor_12
2026-07-07 02:48:00,61.33,3.314,13.03,normal,Motor_12
2026-07-07 02:49:00,61.1,3.113,12.4,normal,Motor_12
2026-07-07 02:50:00,62.2,2.886,12.27,normal,Motor_12
2026-07-07 02:51:00,62.45,3.386,12.66,normal,Motor_12
2026-07-07 02:52:00,61.61,2.96,12.29,normal,Motor_12
2026-07-07 02:53:00,62.93,3.317,12.8,normal,Motor_12
2026-07-07 02:54:00,62.38,3.208,12.72,normal,Motor_12
2026-07-07 02:55:00,62.22,3.214,12.71,normal,Motor_12
2026-07-07 02:56:00,60.97,2.963,12.36,normal,Motor_12
2026-07-07 02:57:00,62.4,3.146,12.75,normal,Motor_12
2026-07-07 02:58:00,61.57,3.027,12.51,normal,Motor_12
2026-07-07 02:59:00,62.86,3.204,12.26,normal,Motor_12
2026-07-07 03:00:00,61.75,3.283,12.74,normal,Motor_12
2026-07-07 03:01:00,62.41,3.177,13.15,normal,Motor_12
2026-07-07 03:02:00,60.87,3.194,12.57,normal,Motor_12
2026-07-07 03:03:00,62.58,3.126,13.02,normal,Motor_12
2026-07-07 03:04:00,61.72,3.089,12.36,normal,Motor_12
2026-07-07 03:05:00,63.24,3.224,12.78,normal,Motor_12
2026-07-07 03:06:00,61.72,3.41,12.98,normal,Motor_12
2026-07-07 03:07:00,62.68,3.19,11.91,normal,Motor_12
2026-07-07 03:08:00,61.33,3.219,12.96,normal,Motor_12
2026-07-07 03:09:00,60.92,3.073,12.94,normal,Motor_12
2026-07-07 03:10:00,60.39,3.292,12.33,normal,Motor_12
2026-07-07 03:11:00,61.07,3.38,12.57,normal,Motor_12
2026-07-07 03:12:00,61.27,2.904,13.07,normal,Motor_12
2026-07-07 03:13:00,63.85,3.39,13.09,normal,Motor_12
2026-07-07 03:14:00,62.82,3.122,12.48,normal,Motor_12
2026-07-07 03:15:00,62.38,3.321,12.72,normal,Motor_12
2026-07-07 03:16:00,62.1,2.958,12.65,normal,Motor_12
2026-07-07 03:17:00,63.34,3.365,12.52,normal,Motor_12
2026-07-07 03:18:00,61.59,3.116,13.07,normal,Motor_12
2026-07-07 03:19:00,63.25,3.191,12.29,normal,Motor_12
2026-07-07 03:20:00,61.73,3.189,13.08,normal,Motor_12
2026-07-07 03:21:00,62.42,3.242,12.73,normal,Motor_12
2026-07-07 03:22:00,61.61,3.178,13.25,normal,Motor_12
2026-07-07 03:23:00,62.31,2.809,12.74,normal,Motor_12
2026-07-07 03:24:00,63.36,3.17,12.95,normal,Motor_12
2026-07-07 03:25:00,62.7,3.546,12.55,normal,Motor_12
2026-07-07 03:26:00,61.69,3.32,13.23,normal,Motor_12
2026-07-07 03:27:00,63.09,3.324,13.01,normal,Motor_12
2026-07-07 03:28:00,61.79,3.163,12.93,normal,Motor_12
2026-07-07 03:29:00,63.66,3.046,12.85,normal,Motor_12
2026-07-07 03:30:00,61.72,3.581,13.21,normal,Motor_12
2026-07-07 03:31:00,62.86,3.359,12.87,normal,Motor_12
2026-07-07 03:32:00,61.59,3.422,12.72,normal,Motor_12
2026-07-07 03:33:00,63.98,2.912,12.35,normal,Motor_12
2026-07-07 03:34:00,62.52,3.247,12.82,normal,Motor_12
2026-07-07 03:35:00,61.16,3.36,12.09,normal,Motor_12
2026-07-07 03:36:00,63.04,3.17,13.09,normal,Motor_12
2026-07-07 03:37:00,63.19,3.297,12.05,normal,Motor_12
2026-07-07 03:38:00,62.75,3.264,13.11,normal,Motor_12
2026-07-07 03:39:00,62.35,3.28,12.61,normal,Motor_12
2026-07-07 03:40:00,62.78,3.429,12.74,normal,Motor_12
2026-07-07 03:41:00,61.71,3.389,12.72,normal,Motor_12
2026-07-07 03:42:00,61.6,3.407,13.39,normal,Motor_12
2026-07-07 03:43:00,62.01,3.375,12.57,normal,Motor_12
2026-07-07 03:44:00,63.11,3.183,12.48,normal,Motor_12
2026-07-07 03:45:00,62.38,3.342,12.83,normal,Motor_12
2026-07-07 03:46:00,61.97,3.38,12.85,normal,Motor_12
2026-07-07 03:47:00,62.93,3.067,12.62,normal,Motor_12
2026-07-07 03:48:00,62.22,3.403,12.62,normal,Motor_12
2026-07-07 03:49:00,62.77,3.272,12.88,normal,Motor_12
2026-07-07 03:50:00,63.54,3.25,13.01,normal,Motor_12
2026-07-07 03:51:00,63.74,3.035,12.72,normal,Motor_12
2026-07-07 03:52:00,62.1,3.094,13.02,normal,Motor_12
2026-07-07 03:53:00,61.64,3.141,13.09,normal,Motor_12
2026-07-07 03:54:00,62.14,3.155,12.89,normal,Motor_12
2026-07-07 03:55:00,64.12,3.101,12.51,normal,Motor_12
2026-07-07 03:56:00,62.95,3.212,13.17,normal,Motor_12
2026-07-07 03:57:00,62.5,3.36,13.22,normal,Motor_12
2026-07-07 03:58:00,63.02,3.252,12.85,normal,Motor_12
2026-07-07 03:59:00,62.9,3.228,12.74,normal,Motor_12
2026-07-07 04:00:00,62.98,3.23,12.83,normal,Motor_12
2026-07-07 04:01:00,63.2,3.369,13.46,normal,Motor_12
2026-07-07 04:02:00,62.38,3.265,13.35,normal,Motor_12
2026-07-07 04:03:00,61.98,3.098,12.67,normal,Motor_12
2026-07-07 04:04:00,62.78,3.362,12.95,normal,Motor_12
2026-07-07 04:05:00,62.22,3.096,12.76,normal,Motor_12
2026-07-07 04:06:00,62.5,3.365,13.32,normal,Motor_12
2026-07-07 04:07:00,62.86,3.267,12.93,normal,Motor_12
2026-07-07 04:08:00,61.71,3.526,12.66,normal,Motor_12
2026-07-07 04:09:00,62.43,3.368,13.01,normal,Motor_12
2026-07-07 04:10:00,62.22,3.121,12.63,normal,Motor_12
2026-07-07 04:11:00,62.64,3.41,13.16,normal,Motor_12
2026-07-07 04:12:00,64.42,3.155,12.58,normal,Motor_12
2026-07-07 04:13:00,62.86,3.026,12.81,normal,Motor_12
2026-07-07 04:14:00,64.04,3.303,13.46,normal,Motor_12
2026-07-07 04:15:00,61.03,3.022,12.92,normal,Motor_12
2026-07-07 04:16:00,63.83,3.135,13.23,normal,Motor_12
2026-07-07 04:17:00,62.38,3.44,12.63,normal,Motor_12
2026-07-07 04:18:00,62.41,3.354,13.24,normal,Motor_12
2026-07-07 04:19:00,62.49,3.462,13.31,normal,Motor_12
2026-07-07 04:20:00,62.24,3.198,13.17,normal,Motor_12
2026-07-07 04:21:00,61.46,3.317,12.84,normal,Motor_12
2026-07-07 04:22:00,63.05,3.367,12.56,normal,Motor_12
2026-07-07 04:23:00,62.88,3.354,12.99,normal,Motor_12
2026-07-07 04:24:00,63.1,3.116,12.65,normal,Motor_12
2026-07-07 04:25:00,62.39,3.391,13.15,normal,Motor_12
2026-07-07 04:26:00,62.83,3.115,12.94,normal,Motor_12
2026-07-07 04:27:00,63.86,3.118,13.3,normal,Motor_12
2026-07-07 04:28:00,62.31,3.18,12.85,normal,Motor_12
2026-07-07 04:29:00,64.31,3.24,13.13,normal,Motor_12
2026-07-07 04:30:00,63.74,3.448,13.18,normal,Motor_12
2026-07-07 04:31:00,63.52,3.247,12.62,normal,Motor_12
2026-07-07 04:32:00,62.63,3.235,12.55,normal,Motor_12
2026-07-07 04:33:00,63.74,3.297,12.71,normal,Motor_12
2026-07-07 04:34:00,63.18,3.21,12.81,normal,Motor_12
2026-07-07 04:35:00,63.01,3.204,12.85,normal,Motor_12
2026-07-07 04:36:00,62.73,3.224,12.42,normal,Motor_12
2026-07-07 04:37:00,63.1,3.275,12.85,normal,Motor_12
2026-07-07 04:38:00,62.72,3.26,13.32,normal,Motor_12
2026-07-07 04:39:00,62.12,3.218,12.94,normal,Motor_12
2026-07-07 04:40:00,62.0,3.302,12.87,normal,Motor_12
2026-07-07 04:41:00,63.09,3.188,13.45,normal,Motor_12
2026-07-07 04:42:00,61.84,3.275,12.62,normal,Motor_12
2026-07-07 04:43:00,63.14,3.206,13.48,normal,Motor_12
2026-07-07 04:44:00,62.92,3.305,13.07,normal,Motor_12
2026-07-07 04:45:00,62.73,3.49,12.91,normal,Motor_12
2026-07-07 04:46:00,61.7,3.385,13.01,normal,Motor_12
2026-07-07 04:47:00,62.89,3.318,12.63,normal,Motor_12
2026-07-07 04:48:00,62.25,3.097,13.18,normal,Motor_12
2026-07-07 04:49:00,63.57,3.482,13.05,normal,Motor_12
2026-07-07 04:50:00,63.57,3.2,13.14,normal,Motor_12
2026-07-07 04:51:00,64.09,3.149,13.03,normal,Motor_12
2026-07-07 04:52:00,62.06,3.208,13.27,normal,Motor_12
2026-07-07 04:53:00,62.04,3.421,13.33,normal,Motor_12
2026-07-07 04:54:00,62.06,3.259,12.97,normal,Motor_12
2026-07-07 04:55:00,62.96,3.328,12.73,normal,Motor_12
2026-07-07 04:56:00,62.14,3.197,12.79,normal,Motor_12
2026-07-07 04:57:00,63.31,3.131,13.55,normal,Motor_12
2026-07-07 04:58:00,61.17,3.227,13.07,normal,Motor_12
2026-07-07 04:59:00,63.06,3.341,12.81,normal,Motor_12
2026-07-07 05:00:00,61.78,2.981,13.17,normal,Motor_12
2026-07-07 05:01:00,63.39,3.045,12.85,normal,Motor_12
2026-07-07 05:02:00,61.88,3.531,12.94,normal,Motor_12
2026-07-07 05:03:00,62.75,3.233,13.07,normal,Motor_12
2026-07-07 05:04:00,63.13,3.48,13.09,normal,Motor_12
2026-07-07 05:05:00,62.72,3.051,13.14,normal,Motor_12
2026-07-07 05:06:00,63.1,3.353,12.95,normal,Motor_12
2026-07-07 05:07:00,61.86,3.1,13.45,normal,Motor_12
2026-07-07 05:08:00,64.41,3.343,12.66,normal,Motor_12
2026-07-07 05:09:00,64.36,3.489,12.69,normal,Motor_12
2026-07-07 05:10:00,64.15,3.369,12.5,normal,Motor_12
2026-07-07 05:11:00,62.84,3.403,13.44,normal,Motor_12
2026-07-07 05:12:00,62.83,3.174,12.9,normal,Motor_12
2026-07-07 05:13:00,61.09,3.284,12.81,normal,Motor_12
2026-07-07 05:14:00,63.63,3.469,12.94,normal,Motor_12
2026-07-07 05:15:00,61.62,3.094,13.33,normal,Motor_12
2026-07-07 05:16:00,62.59,3.45,13.12,normal,Motor_12
2026-07-07 05:17:00,62.51,3.21,12.8,normal,Motor_12
2026-07-07 05:18:00,65.37,3.417,13.16,normal,Motor_12
2026-07-07 05:19:00,61.77,3.382,13.36,normal,Motor_12
2026-07-07 05:20:00,62.26,2.998,12.79,normal,Motor_12
2026-07-07 05:21:00,61.86,3.301,13.13,normal,Motor_12
2026-07-07 05:22:00,63.53,3.519,12.76,normal,Motor_12
2026-07-07 05:23:00,62.48,3.485,13.21,normal,Motor_12
2026-07-07 05:24:00,62.78,3.233,12.88,normal,Motor_12
2026-07-07 05:25:00,63.21,3.524,12.95,normal,Motor_12
2026-07-07 05:26:00,61.95,3.416,13.43,normal,Motor_12
2026-07-07 05:27:00,62.82,3.17,12.47,normal,Motor_12
2026-07-07 05:28:00,61.77,3.325,12.95,normal,Motor_12
2026-07-07 05:29:00,62.56,3.546,13.27,normal,Motor_12
2026-07-07 05:30:00,63.4,3.302,12.76,normal,Motor_12
2026-07-07 05:31:00,64.32,3.255,12.86,normal,Motor_12
2026-07-07 05:32:00,63.74,3.738,13.28,normal,Motor_12
2026-07-07 05:33:00,63.55,3.312,12.55,normal,Motor_12
2026-07-07 05:34:00,62.4,3.354,13.47,normal,Motor_12
2026-07-07 05:35:00,63.63,3.398,12.66,normal,Motor_12
2026-07-07 05:36:00,61.3,3.082,13.6,normal,Motor_12
2026-07-07 05:37:00,63.34,3.233,13.21,normal,Motor_12
2026-07-07 05:38:00,62.74,3.259,13.18,normal,Motor_12
2026-07-07 05:39:00,63.57,3.277,13.2,normal,Motor_12
2026-07-07 05:40:00,62.91,3.137,12.96,normal,Motor_12
2026-07-07 05:41:00,63.85,3.211,12.48,normal,Motor_12
2026-07-07 05:42:00,62.59,3.684,12.68,normal,Motor_12
2026-07-07 05:43:00,62.14,3.27,13.62,normal,Motor_12
2026-07-07 05:44:00,62.88,3.204,12.99,normal,Motor_12
2026-07-07 05:45:00,62.91,3.316,12.8,normal,Motor_12
2026-07-07 05:46:00,60.94,3.257,13.19,normal,Motor_12
2026-07-07 05:47:00,62.98,3.442,12.74,normal,Motor_12
2026-07-07 05:48:00,62.89,3.506,13.25,normal,Motor_12
2026-07-07 05:49:00,63.02,3.059,12.89,normal,Motor_12
2026-07-07 05:50:00,63.8,3.208,12.74,normal,Motor_12
2026-07-07 05:51:00,63.52,3.252,13.1,normal,Motor_12
2026-07-07 05:52:00,62.62,3.31,12.74,normal,Motor_12
2026-07-07 05:53:00,63.12,3.338,12.24,normal,Motor_12
2026-07-07 05:54:00,63.64,3.417,13.17,normal,Motor_12
2026-07-07 05:55:00,63.96,3.154,12.59,normal,Motor_12
2026-07-07 05:56:00,63.26,3.338,13.39,normal,Motor_12
2026-07-07 05:57:00,62.14,3.211,13.23,normal,Motor_12
2026-07-07 05:58:00,61.96,3.423,12.79,normal,Motor_12
2026-07-07 05:59:00,62.73,3.484,12.78,normal,Motor_12
2026-07-07 06:00:00,63.12,3.394,12.55,normal,Motor_12
2026-07-07 06:01:00,62.83,3.222,12.84,normal,Motor_12
2026-07-07 06:02:00,64.29,3.133,12.44,normal,Motor_12
2026-07-07 06:03:00,63.4,3.449,12.74,normal,Motor_12
2026-07-07 06:04:00,62.73,3.294,12.66,normal,Motor_12
2026-07-07 06:05:00,64.29,3.548,13.29,normal,Motor_12
2026-07-07 06:06:00,61.83,3.272,12.73,normal,Motor_12
2026-07-07 06:07:00,63.61,3.364,12.64,normal,Motor_12
2026-07-07 06:08:00,64.38,3.384,13.12,normal,Motor_12
2026-07-07 06:09:00,63.35,3.313,13.24,normal,Motor_12
2026-07-07 06:10:00,62.93,3.201,12.94,normal,Motor_12
2026-07-07 06:11:00,62.77,3.287,12.71,normal,Motor_12
2026-07-07 06:12:00,60.79,3.399,13.36,normal,Motor_12
2026-07-07 06:13:00,63.75,3.449,12.97,normal,Motor_12
2026-07-07 06:14:00,63.15,3.276,13.21,normal,Motor_12
2026-07-07 06:15:00,62.97,3.565,13.14,normal,Motor_12
2026-07-07 06:16:00,62.3,3.39,12.77,normal,Motor_12
2026-07-07 06:17:00,63.7,3.527,13.27,normal,Motor_12
2026-07-07 06:18:00,62.92,3.144,12.45,normal,Motor_12
2026-07-07 06:19:00,64.69,3.161,13.54,normal,Motor_12
2026-07-07 06:20:00,63.62,3.324,12.6,normal,Motor_12
2026-07-07 06:21:00,64.16,3.12,12.98,normal,Motor_12
2026-07-07 06:22:00,62.41,3.326,12.74,normal,Motor_12
2026-07-07 06:23:00,62.72,3.733,13.08,normal,Motor_12
2026-07-07 06:24:00,62.7,3.75,13.72,normal,Motor_12
2026-07-07 06:25:00,63.78,3.279,12.95,normal,Motor_12
2026-07-07 06:26:00,62.86,3.294,13.3,normal,Motor_12
2026-07-07 06:27:00,61.81,3.368,13.33,normal,Motor_12
2026-07-07 06:28:00,62.7,3.667,12.92,normal,Motor_12
2026-07-07 06:29:00,63.53,3.115,13.17,normal,Motor_12
